id,name,type,url,created_at,user_id,inquiry_id,organization_id,source,mime_type
"ecb37d00-117f-4dd4-8008-f1e264fdf8d8","Dummy-file-download-will-fail.pdf","businessPlan","https://dense-instructor.net/","2025-09-18 20:54:48.349596+00","towkl9vocs1dleat51fzg","4c534a15-b817-43d6-bc8c-38bf8a22c530","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"1a763897-db18-4ac0-bec2-182bae507d47","Dummy-file-download-will-fail.docx","taxReturnOther","https://crafty-zebra.info","2025-09-18 20:54:48.349596+00","towkl9vocs1dleat51fzg","4c534a15-b817-43d6-bc8c-38bf8a22c530","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"c4b4f211-c474-4972-91b1-d3d3c6c1991a","Dummy-file-download-will-fail.ppt","businessTaxReturnYearTwo","https://unhappy-vanadyl.name","2025-09-18 20:54:48.349596+00","towkl9vocs1dleat51fzg","4c534a15-b817-43d6-bc8c-38bf8a22c530","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"f3139401-148e-4ae0-beb5-2bea0797fef9","Dummy-file-download-will-fail.jpg","permit","https://admired-wedding.com","2025-09-18 20:54:48.349596+00","towkl9vocs1dleat51fzg","4c534a15-b817-43d6-bc8c-38bf8a22c530","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"d6c54a2d-771f-4fc6-a38c-8791463f3c44","Dummy-file-download-will-fail.ppt","resume","https://lawful-loyalty.net/","2025-09-18 20:54:48.349596+00","towkl9vocs1dleat51fzg","4c534a15-b817-43d6-bc8c-38bf8a22c530","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"88524764-4564-4a51-b896-b6df1d24e508","Dummy-file-download-will-fail.xlsx","acquisitionTaxReturnYearThree","https://runny-effector.com","2025-09-18 20:54:48.349596+00","towkl9vocs1dleat51fzg","4c534a15-b817-43d6-bc8c-38bf8a22c530","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"edc8f37d-0a11-4951-8130-7f7cfb172cf2","Dummy-file-download-will-fail.xlsx","individualBankStatementMonthOne","https://arid-mountain.org","2025-09-18 20:54:48.349596+00","towkl9vocs1dleat51fzg","4c534a15-b817-43d6-bc8c-38bf8a22c530","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"2fdeb985-0fbe-420e-9d25-51a9a2df8fb4","Dummy-file-download-will-fail.pdf","chartReportBusiness","https://scornful-dream.com/","2025-09-18 20:54:48.349596+00","towkl9vocs1dleat51fzg","4c534a15-b817-43d6-bc8c-38bf8a22c530","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"982b1d24-7999-4334-8833-69bf627396e3","Dummy-file-download-will-fail.xlsx","personalFinancialStatement","https://well-groomed-polyester.org","2025-09-18 20:54:48.349596+00","vcjer8l1shrc4n0myngix","b795682e-d22f-4f81-ae08-d465d2b3e647","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"041f5ffc-06ca-4960-a65a-006ee582a025","Dummy-file-download-will-fail.jpg","individualTaxReturnYearThree","https://big-intent.org","2025-09-18 20:54:48.349596+00","8c303314xvnwguwmnbf3p","6d31141e-a3ef-4067-a672-535d8d32466d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"1b5e9413-e87e-40d4-afc0-156e6691dc33","Dummy-file-download-will-fail.jpg","opinionOfCounsel","https://kooky-jazz.biz/","2025-09-18 20:54:48.349596+00","8c303314xvnwguwmnbf3p","6d31141e-a3ef-4067-a672-535d8d32466d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"bdf2fd2a-c0df-4f80-aa47-f099c2a9657b","Dummy-file-download-will-fail.xlsx","personalFinancialStatementP&L","https://tempting-director.net/","2025-09-18 20:54:48.349596+00","8c303314xvnwguwmnbf3p","6d31141e-a3ef-4067-a672-535d8d32466d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"76798783-b720-4cc9-956d-7aff1e16ccf2","Dummy-file-download-will-fail.ppt","crsCreditReport","https://growing-yak.biz","2025-09-18 20:54:48.349596+00","sufpjdsgo7pphbcban7sh","ee406cbf-a250-4b75-85af-2e684fb8409a","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"abdb2575-c670-4313-b0c5-2eed75fc0dab","Dummy-file-download-will-fail.jpg","acquisitionTaxReturnYearThree","https://misguided-chap.name","2025-09-18 20:54:48.349596+00","sufpjdsgo7pphbcban7sh","ee406cbf-a250-4b75-85af-2e684fb8409a","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"e4c62dc8-82e6-469a-a149-f3fee3db8ece","Dummy-file-download-will-fail.docx","personalFinancialStatementBalanceSheet","https://stingy-fat.net/","2025-09-18 20:54:48.349596+00","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"1a597e44-7a28-41e8-82c4-e5e969fe59f8","Dummy-file-download-will-fail.jpg","businessFinancialStatementYTD","https://corrupt-excess.info","2025-09-18 20:54:48.349596+00","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"b7330337-e645-467e-967a-ef2b262fb998","Dummy-file-download-will-fail.docx","businessLicense","https://metallic-translation.info","2025-09-18 20:54:48.349596+00","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"76689d85-98b5-4925-b958-e38eeb947361","Dummy-file-download-will-fail.xlsx","legal","https://left-tennis.com/","2025-09-18 20:54:48.349596+00","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"46b67222-6e17-4b33-b9b4-21a5bfd9c1c2","Dummy-file-download-will-fail.xlsx","personalFinancialStatementYTD","https://minor-swath.biz","2025-09-18 20:54:48.349596+00","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"064775f4-61e5-47b5-913d-fad862719f61","Dummy-file-download-will-fail.pdf","individualBankStatementMonthThree","https://alive-issue.info/","2025-09-18 20:54:48.349596+00","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"6bcf037c-78ca-4e59-8913-8059c9b38899","Dummy-file-download-will-fail.ppt","acquisitionTaxReturnYearOne","https://yellow-fishery.net","2025-09-18 20:54:48.349596+00","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"1c180a38-2782-4865-9750-2d5624c7f26d","Dummy-file-download-will-fail.jpg","formation","https://bright-pronoun.info","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"9110b17e-af27-491e-a257-e9f09ef44f99","Dummy-file-download-will-fail.pdf","personalFinancialStatementBalanceSheet","https://dismal-disk.org/","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"f8feb6af-e8c4-48b6-9bb7-3b2114d35c05","Dummy-file-download-will-fail.jpg","chartReportPersonal","https://confused-status.name","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"2c10fbb3-09c8-4121-bb0b-f4cc2210acc3","Dummy-file-download-will-fail.ppt","businessFinancialStatement","https://possible-pressure.net","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"0e3ecddb-2039-48a3-a90a-70eeee00ff2f","Dummy-file-download-will-fail.pdf","resume","https://hospitable-bowler.biz/","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"37a6a68f-b913-4b91-8f97-ec33dffb11a3","Dummy-file-download-will-fail.xlsx","chartReportPersonal","https://punctual-stranger.biz","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"bd1d2704-b05e-47c6-9ff3-c5febc59df55","Dummy-file-download-will-fail.xlsx","acquisitionTaxReturnYearThree","https://scratchy-duster.com","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"13646eb7-9fed-440e-bb79-be17fc4e9678","Dummy-file-download-will-fail.docx","identity","https://unhealthy-fraudster.com/","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"6ef07b8d-c3cc-44b6-8662-3951d6661535","Dummy-file-download-will-fail.ppt","formation","https://miserly-dandelion.biz","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"22c184ea-d0a1-4a56-a125-fe8985266ab8","Dummy-file-download-will-fail.jpg","chartReportPersonal","https://dreary-coin.com/","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"74320589-ff1e-47a3-ab43-dc4a6eef1c40","Dummy-file-download-will-fail.ppt","certificateOfExistence","https://gloomy-stump.biz/","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"dfdbbc11-cd2c-498d-975b-4d180b4d0a76","Dummy-file-download-will-fail.pdf","certificateOfGoodStanding","https://fluffy-packaging.biz/","2025-09-18 20:54:48.349596+00","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
"3b46da1a-b972-4281-86c0-6974eba56837","Dummy-file-download-will-fail.docx","realEstate","https://rotating-travel.org/","2025-09-18 20:54:48.349596+00","0w3pf7elayi5hfoz08dx7","99748d53-44b4-46fb-a121-d1c222bd5a9e","d81dc152-c9d3-048b-1572-1f0c4594bf92","borrower","application/pdf"
